Predmet	Pitanje	Tip_pitanja	Odgovor_A	Odgovor_B	Odgovor_C	Odgovor_D	Odgovor_E	Odgovor_F	Tocan_odgovor	Napomena	Pregledano	Provjereno
UFAF	U kojem se zglobu vrši fleksija i ekstenzija?	otvoreno							U koljenskom i lakatnom zglobu.	Izvori u poglavlju o podjeli pokreta izričito koriste koljenski i lakatni zglob kao primarne primjere za ilustraciju fleksije (pregibanja) i ekstenzije (ispružanja). Ovi se pokreti definiraju kao kretnje koje se odvijaju u sagitalnoj (središnjoj) ravnini tijela oko poprečne (transverzalne) osovine koja prolazi kroz sredinu zgloba.  Dodatni uvid iz izvora: • Fleksija i ekstenzija u laktu: Prikazane su kao primicanje i odmicanje podlaktice u odnosu na nadlaktičnu kost. • Fleksija i ekstenzija u koljenu: Prikazane su kao savijanje potkoljenice prema natrag i njezino ponovno ispružanje. • Specifični nazivi: Izvori napominju da se u nekim zglobovima ovi pokreti nazivaju drugačije, primjerice u ramenom zglobu se koristi terminologija antefleksija i retrofleksija, dok se kod stopala koristi plantarna i dorzalna fleksija. • Anatomska ravnina: Svi ovi pokreti pripadaju istoj kategoriji jer se vrše unutar sagitalne ravnine.	TRUE	TRUE
UFAF	Koliko ima ravnih trbušnih mišića?	otvoreno							2	Iako izvori ne navode poimence "ravni trbušni mišić" u tekstu, oni u poglavlju o mišićnom sustavu ističu da je većina skeletnih mišića parna (navodi se podatak o 327 parnih mišića). Anatomski gledano, ravni trbušni mišić (m. rectus abdominis) je parni mišić, što znači da postoji jedan s lijeve i jedan s desne strane medijalne linije tijela. Zabuna oko broja "4", "6" ili "8" obično proizlazi iz vizualnog dojma trbuha, no to su zapravo segmenti (trbuščići) istog mišića podijeljeni tetivnim upisima (intersectiones tendineae). Izvor takav tip mišića klasificira kao "ravni (m. planus)" te specifično navodi podvrstu "m. intersectus", što odgovara građi ravnog trbušnog mišića.  Dodatni uvid iz izvora: • Položaj: Nalazi se na prednjoj (ventralnoj) strani trupa, unutar čeone ravnine. • Građa: Spada u skupinu skeletnih mišića koji omogućuju gibanje pod utjecajem volje. • Funkcija: Njegova primarna funkcija u kineziološkom smislu je fleksija trupa (pregibanje prema naprijed), pokret koji se odvija u sagitalnoj ravnini oko poprečne osovine.	TRUE	TRUE
UFAF	Kakva je uloga trbušnih mišića?	otvoreno							Stabilizacija trupa, održavanje posture, sudjelovanje u disanju i pokretima trupa.	Iako izvori ne sadrže jednu specifičnu rečenicu koja nabraja sve uloge trbušnih mišića, njihova se funkcija jasno izvodi iz općih anatomskih i kinezioloških načela opisanih u materijalima: 1. Pokreti trupa: Kao skeletni mišići, oni omogućuju gibanje pod utjecajem volje. Specifično vrše fleksiju (pregibanje) trupa u sagitalnoj ravnini oko poprečne osovine, djelujući kao agonisti u tim pokretima. 2. Stabilizacija i postura: Izvori navode ulogu mišića kao fiksatora (vrsta sinergista), što je ključno za stabilizaciju trupa i održavanje posture (položaja tijela) tijekom kretanja. 3. Sudjelovanje u disanju: Materijali povezuju dišni (respiracijski) sustav s trbušnom šupljinom (abdominal cavity), što implicira ulogu trbušne stijenke u mehanici disanja i održavanju unutarbušnog tlaka.  Dodatni uvid iz izvora: • Trbušni mišići spadaju u ravne mišiće (m. planus), a neki od njih, poput ravnog trbušnog mišića, klasificiraju se kao mišići s tetivnim upisima (m. intersectus). • Oni čine dio mišićnog sustava koji kod muškaraca obuhvaća oko 42% tjelesne mase. • Njihova aktivacija ovisi o motoričkoj jedinici i podražaju koji dolazi iz motoričkih centara (precentralna vijuga) u velikom mozgu.	TRUE	TRUE
UFAF	Troglavi mišić potkoljenice se sastoji od?	otvoreno							Gastrocnemius i soleus.	Troglavi mišić potkoljenice (m. triceps surae) sastoji se od dva zasebna mišića: trbušastog mišića potkoljenice (m. gastrocnemius), koji ima dvije glave (medijalnu i lateralnu), te velikog naboranog mišića (m. soleus), koji čini treću glavu. Na anatomskom prikazu mišićnog sustava u izvorima, ovi su mišići jasno vidljivi na stražnjoj strani potkoljenice (označeni brojevima 99 i 100).  Dodatni uvid iz izvora: • Funkcija: Ovaj mišićni kompleks je primarni plantarni fleksor stopala, što znači da omogućuje podizanje na prste i snažno odgurivanje od podloge, što je ključno u trčanju i nogometnoj igri. • Hvatište: Sve tri glave se spajaju u zajedničku tetivu – Ahilovu tetivu – koja se hvata za petnu kost. • Sastav vlakana: Budući da je ovaj mišić ključan za trčanje, on sadrži različite tipove vlakana: spora oksidativna (tip I) za izdržljivost i brza glikolitička (tip IIb) za eksplozivne pokrete poput sprinta u nogometu.	TRUE	TRUE
UFAF	Zove li se oslonac na petu kod hoda ili trčanja?	otvoreno							Peta je faza kontakta stopala s podlogom.	Izvori u poglavlju o mišićnom sustavu i kinetičkim lancima spominju zatvoreni kinetički lanac (zatvoreni kinetički lanac), koji se definira kao situacija u kojoj je distalni segment (stopalo) fiksan, odnosno u kontaktu s podlogom. Peta predstavlja početni dio te faze kontakta stopala s podlogom tijekom normalnog ciklusa hoda. Također, izvori detaljno opisuju pokrete dorzalne i plantarne fleksije u zglobu stopala koji su ključni za fazu kontakta i odgurivanja.  Dodatni uvid iz izvora: • Zatvoreni kinetički lanac: Definira se kao faza u kojoj je distalni segment (u ovom slučaju stopalo) fiksan na podlozi, što se događa upravo u fazi oslonca. • Mehanika stopala: Pokreti u stopalu (inverzija, everzija, fleksije) omogućuju prilagodbu podlozi tijekom faze kontakta. • Troglavi mišić potkoljenice: Ključan je za kontrolu stopala pri kontaktu i snažno odgurivanje nakon faze oslonca.	TRUE	TRUE
UFAF	Što znači pojam RICE u sportskoj medicini?	otvoreno							kratica kojom se oznacavaju nacini zbrinjavanja sportskih ozljeda	U dostavljenim izvorima ne nalazi se pojam RICE niti se obrađuju protokoli za zbrinjavanje sportskih ozljeda. Materijali su primarno usmjereni na funkcionalnu anatomiju (kosti, zglobovi, mišići), kineziologiju (ravnine i osovine pokreta) te bioenergetiku (energetski sustavi i potrošnja energije).  Kratica RICE označava standardni protokol prve pomoći kod ozljeda mekih tkiva (poput istegnuća ili uganuća) i sastoji se od sljedećih koraka: • Rest (odmor) – prekid aktivnosti kako bi se spriječilo daljnje oštećenje. • Ice (led) – primjena leda za smanjenje boli i upale. • Compression (kompresija) – povijanje ozlijeđenog dijela elastičnim zavojem radi smanjenja oteklina. • Elevation (elevacija) – podizanje ozlijeđenog ekstremiteta iznad razine srca radi smanjenja dotoka tekućine i oticanja.  Sažetak onoga što izvori pokrivaju (za razliku od medicinskog zbrinjavanja): • Anatomija i kineziologija: Detaljan opis ravnina (sagitalna, frontalna, transverzalna) i osovina u kojima se vrše pokreti poput fleksije, ekstenzije, abdukcije i rotacije. • Građa sustava: Specifičnosti koštanog tkiva, građa sinovijalnih zglobova te mikroskopska i makroskopska građa mišića. • Bioenergetika: Analiza resinteze ATP-a putem triju energetskih sustava (fosfageni, glikolitički i aerobni sustav).	TRUE	TRUE
UFAF	Kratica kojom se označava nužna prehrana sportaša ozljeda?	otvoreno							Rehabilitacijska prehrana.	U dostavljenim izvorima ne nalazi se informacija o kratici koja označava nužnu prehranu sportaša kod ozljeda, niti se u tekstu spominje pojam "rehabilitacijska prehrana". Dostavljeni materijali isključivo obrađuju: • Funkcionalnu anatomiju: Stanice, tkiva, koštani, zglobni i mišićni sustav. • Kineziologiju: Ravnine i osovine pokreta te kinetičke lance. • Bioenergetiku: Osnovne fizikalne pojmove (sila, rad, snaga), molekulu ATP kao izravni izvor energije te energetske sustave (anaerobni i aerobni). Budući da se izvori bave isključivo anatomskom građom i fiziološkim procesima pretvorbe energije u mišićni rad, podaci o nutricionizmu i protokolima prehrane tijekom oporavka od ozljeda nisu obuhvaćeni. Također, napominjem da termin "Rehabilitacijska prehrana" sam po sebi nije kratica.	TRUE	TRUE
UFAF	Prvi smisao za procjenu ekstremne percepcije je?	otvoreno							Propriocepcija.	U dostavljenim izvorima ne pojavljuje se pojam "propriocepcija" niti sintagma "ekstremna percepcija". Dostavljeni materijali u kontekstu osjeta obrađuju sljedeće: 1. Osjetno tkivo: Klasificira se kao podvrsta epitelnog tkiva. 2. Osjetni centri: Navodi se da se oni nalaze u postcentralnoj vijugi velikog mozga. 3. Senzorički homunkulus: Izvor sadrži grafički prikaz (slika uz tekst o postcentralnoj vijugi) koji ilustrira kako su različiti dijelovi tijela, uključujući ekstremitete (šake, stopala), mapirani u osjetnom području moždane kore. Iako je u kineziologiji i medicini općepoznato da je propriocepcija (osjet položaja i kretanja tijela) ključna za kontrolu pokreta, taj se specifični termin ne nalazi u tekstu ovih predavanja. Također, pojam "ekstremna percepcija" nije standardni anatomski termin; moguće je da se radi o pogrešci u prijevodu ili zapisu pojma "eksterocepcija" (osjet vanjskih podražaja) ili "percepcija ekstremiteta".	TRUE	TRUE
UFAF	Izrazito učinkovita mobilizacija ozlijeđenog ekstremiteta se postiže?	otvoreno							Postupnom aktivnom i pasivnom mobilizacijom.	U dostavljenim izvorima ne nalazi se informacija o načinima mobilizacije ozlijeđenog ekstremiteta, niti se u tekstu spominju pojmovi "aktivna" ili "pasivna mobilizacija". Dostavljeni materijali bave se isključivo: • Funkcionalnom anatomijom: građom stanica, tkiva, kostiju i zglobova. • Kineziologijom: definicijom ravnina, osovina i osnovnih pokreta (poput fleksije, ekstenzije, abdukcije i adukcije). • Fiziologijom mišića: vrstama kontrakcija (koncentrična, ekscentrična, statička), motoričkim jedinicama i vrstama vlakana. • Bioenergetikom: potrošnjom energije u nogometu i sustavima resinteze ATP-a. Budući da izvori ne pokrivaju područje sportske medicine, rehabilitacije niti tretmana ozljeda, tvrdnja u vašem pitanju ne može se potvrditi na temelju njih.  U općoj sportskoj fizioterapiji, vaša je tvrdnja točna. Postupna mobilizacija (prvo pasivna, a zatim aktivna) standardni je dio procesa oporavka kako bi se vratio opseg pokreta i spriječila atrofija mišića. Ipak, za potrebe ispita temeljenog isključivo na ovim materijalima (UEFA C program), taj se podatak u njima ne spominje.	TRUE	TRUE
UFAF	Strujanje učestalosti ozljeda mišića uzrokuje?	otvoreno							Nepravilno zagrijavanje, umor i loša priprema.	U dostavljenim izvorima ne nalaze se informacije o uzrocima učestalosti ozljeda mišića, niti se spominju pojmovi poput "nepravilnog zagrijavanja", "umora" ili "loše pripreme" u kontekstu nastanka ozljeda. Dostavljeni materijali usmjereni su isključivo na: • Građu mišićnog sustava: opisuju se poprečno-prugasti, glatki i srčani mišić, njihova kontraktilnost, elastičnost i provodljivost. • Vrste mišićnih vlakana: navode se spora oksidativna (tip I), brza oksidativna glikolitička (tip IIa) i brza anaerobna glikolitička (tip IIb) vlakna. • Bioenergetiku: detaljno se analizira resinteza ATP-a kroz anaerobne i aerobne sustave te potrošnja energije tijekom nogometne utakmice. Iako je u općoj sportskoj kineziologiji poznato da umor i nedostatak zagrijavanja koreliraju s ozljedama, ovi konkretni izvori ne obrađuju patofiziologiju ozljeda ni preventivne mjere.  Opće je poznato da umor smanjuje sposobnost mišića da apsorbira energiju, a loša priprema i nedostatak zagrijavanja smanjuju elastičnost tkiva, što izravno povećava rizik od ozljeda. Ipak, budući da vaša pitanja prate specifično predavanje za UEFA C licencu, važno je napomenuti da se taj dio gradiva ne nalazi u ovom setu dokumenata.	TRUE	TRUE
UFAF	Mišići u tijelu dijele se na?	otvoreno							Poprečno-prugaste, glatke i srčani mišić.	U poglavlju o mišićnom sustavu, izvori izričito navode podjelu mišića na tri vrste: poprečno-prugaste (skeletne), glatke i srčani mišić. Ove tri skupine čine osnovu mišićnog sustava (miologije) unutar lokomotornog aparata.  Dodatni uvid iz izvora: • Poprečno-prugasti (skeletni) mišići: Oni omogućuju gibanje i rade pod utjecajem volje. Čine otprilike 42% tjelesne mase kod muškaraca i 39% kod žena. • Glatki mišići: Nalaze se u unutrašnjim organima i tkivima. • Zajednička svojstva: Sve tri vrste mišića posjeduju svojstva kontraktilnosti, elastičnosti i provodljivosti. • Upravljanje: Dok skeletni mišići reagiraju na impulse iz motoričkih centara u velikom mozgu (precentralna vijuga), rad glatkih i srčanog mišića nije pod utjecajem volje.	TRUE	TRUE
UFAF	Preopterećenje mišića najčešće dovodi do?	otvoreno							Mikrotrauma i istegnuća.	U dostavljenim izvorima ne nalazi se informacija o tome do čega najčešće dovodi preopterećenje mišića, niti se u tekstu spominju pojmovi "mikrotrauma" ili "istegnuće". Dostavljeni materijali bave se isključivo: • Anatomijom i kineziologijom: Opisuju se ravnine i osovine pokreta, građa koštanog i zglobnog sustava te podjela mišića. • Fiziologijom mišićnog rada: Obrađuju se vrste mišićnih vlakana (I, IIa, IIb), vrste kontrakcija (koncentrična, ekscentrična, statička) i motoričke jedinice. • Bioenergetikom: Detaljno se analizira resinteza ATP-a, radni kapaciteti i potrošnja energije tijekom nogometne igre. Budući da izvori ne pokrivaju područje patofiziologije sportskih ozljeda niti kliničke aspekte preopterećenja, tvrdnja se ne može potvrditi niti opovrgnuti na temelju ponuđenog materijala.  U sportskoj medicini i kineziologiji, vaša je tvrdnja točna. Preopterećenje (pogotovo ekscentrično) doista dovodi do mikrotrauma mišićnih vlakana, što je osnova za proces adaptacije, ali u ekstremnim slučajevima i do istegnuća ili ruptura. Ipak, ti se medicinski pojmovi ne nalaze u ovom setu dokumenata za UEFA C licencu.	TRUE	TRUE
UFAF	Tri energetska sustava koji osiguravaju energiju za mišićni rad?	višestruki_izbor	Fosfatni (fosfageni)	Glikolitički	Aerobni	Svi navedeni			D	U izvorima se u poglavlju "Energetski sustavi" jasno navodi podjela na anaerobne i aerobne sustave koji osiguravaju energiju za mišićni rad. Specifično, pod anaerobne sustave ubrajaju se fosfageni (alaktatni) i anaerobni glikolitički (laktatni), dok aerobni sustav obuhvaća aerobnu glikolizu i oksidaciju masti. Svi ovi sustavi služe resintezi molekule ATP, koja je jedini izravni izvor energije za mišićnu kontrakciju.  Dodatni uvid iz izvora: • Adenozintrifosfat (ATP): Opisan je kao "energetska moneta" organizma jer je to jedini oblik energije koji stanica može izravno iskoristiti za rad. • Anaerobni sustavi: Fosfageni sustav je najbrži izvor energije, dok glikolitički sustav (laktatni) proizvodi mliječnu kiselinu. • Aerobni sustav: Koristi kisik za razgradnju ugljikohidrata (glikoliza) i masti (oksidacija) te je presudan za dugotrajne aktivnosti. • Potrošnja energije: Tijekom prosječne nogometne utakmice igrač potroši oko 1650 kcal, a prosječan primitak kisika iznosi 75-85% od maksimalnog.	TRUE	TRUE
UFAF	Radna dijagnoza podrazumijeva?	otvoreno							Privremenu dijagnozu na temelju dostupnih podataka.	U dostavljenim izvorima ne nalazi se pojam „radna dijagnoza“ niti se u njima obrađuje metodologija medicinskog dijagnosticiranja ili klinički protokoli. Dostavljeni materijali isključivo su usmjereni na: • Funkcionalnu anatomiju: proučavanje građe tijela, stanica, tkiva te koštanog, zglobnog i mišićnog sustava. • Kineziologiju: definiciju ravnina i osovina pokreta te analizu osnovnih kretnji poput fleksije, ekstenzije i rotacije. • Fiziologiju i bioenergetiku nogometa: analizu energetskih sustava (anaerobni i aerobni), resintezu molekule ATP i potrošnju energije tijekom nogometne utakmice. Iako je u medicinskoj praksi vaša tvrdnja da je radna dijagnoza privremena procjena na temelju dostupnih podataka točna, ona se smatra informacijom izvan zadanih izvora.  	TRUE	TRUE
UFAF	Molekula bogata energijom koja se nalazi u svim stanicama zove se?	otvoreno							ATP.	U poglavlju o bioenergetici, izvori izričito navode ATP (adenozintrifosfat) kao jedini izvor energije koji stanica može izravno koristiti za mišićnu kontrakciju. Zbog te uloge, u materijalima se naziva i "energetskom monetom organizma". Energija se oslobađa kemijskim procesom u kojem se ATP razgrađuje na ADP i fosfatnu skupinu.  Dodatni uvid iz izvora: • Resinteza ATP-a: Budući da su zalihe ATP-a u mišićima male, on se mora stalno obnavljati (resintetizirati) putem tri energetska sustava: fosfagenog, glikolitičkog i aerobnog. • Potrošnja: Tijekom nogometne utakmice, igrač prosječno potroši oko 1650 kcal energije, što se u fiziološkom smislu oslanja na stalnu pretvorbu kemijske energije iz ATP-a u mehanički rad. • Gubitak topline: Pri pretvorbi kemijske energije iz ATP-a u rad, samo se oko 25% iskoristi za kretanje, dok se ostatak (3/4) gubi u obliku topline.	TRUE	TRUE
UFAF	Aerobni sustav osigurava energiju za?	otvoreno							Dugotrajan rad niskog i srednjeg intenziteta.	Iako izvori ne koriste doslovnu frazu „niski i srednji intenzitet”, oni definiraju aerobni sustav kroz procese aerobne glikolize i oksidacije masti, koji su po prirodi namijenjeni dugotrajnim aktivnostima. U kontekstu nogometa, izvori navode da igrač tijekom 90 minuta utakmice (dugotrajan rad) prosječno troši oko 1650 kcal, oslanjajući se na primitak kisika koji iznosi 75-85% od maksimalnog, što potvrđuje dominantnu ulogu aerobnog sustava u održavanju aktivnosti kroz duže vremensko razdoblje.  Dodatni uvid iz izvora: • Energetski putevi: Aerobni sustav uključuje aerobnu glikolizu, oksidaciju masti i mioglobinski depo. • Mišićna vlakna: Ovaj sustav primarno koriste spora oksidativna vlakna (tip I), koja su crvene boje i specijalizirana za izdržljivost. • Učinkovitost: Trkačka efikasnost iznosi oko 25%, dok se preostale 3/4 kemijske energije gube u obliku topline. • ATP: Svrha aerobnog sustava je stalna resinteza molekule ATP, koja je jedini izravni izvor energije za mišićnu kontrakciju.	TRUE	TRUE
UFAF	Produkcija sile s prednje strane natkoljenice omogućava?	otvoreno							Ekstenziju koljena.	Produkcija sile mišića koji se nalaze na prednjoj (ventralnoj) strani natkoljenice, prvenstveno četveroglavog bedrenog mišića (m. quadriceps femoris), omogućava pokret ekstenzije (ispružanja) u zglobu koljena,. Taj se pokret definira kao micanje segmenata tijela izvan fetalnog položaja, odvija se u sagitalnoj ravnini oko poprečne (transverzalne) osovine.  Dodatni uvid iz izvora: • Agonisti: Mišići prednje strane natkoljenice u ovom pokretu djeluju kao agonisti jer izravno vrše pokret ekstenzije. • Anatomska ravnina: Ekstenzija koljena spada u osnovne pokrete koji se vrše u središnjoj (sagitalnoj) ravnini,. • Kinetički lanci: Ako se ekstenzija koljena vrši dok je stopalo u zraku (npr. pri šutu), radi se o otvorenom kinetičkom lancu, dok se pri ustajanju iz čučnja radi o zatvorenom kinetičkom lancu (distalni segment je fiksan). • Vrste mišićnih vlakana: Budući da je ekstenzija koljena ključna za snažne pokrete u nogometu (poput sprinta ili udarca lopte), u nju su uključena i brza anaerobna glikolitička vlakna (tip IIb) koja omogućuju veliku snagu i brzinu.	TRUE	TRUE
UFAF	Koji su najčešći uzroci ozljeda koljena?	otvoreno							Rotacije, doskoci, sudari i preopterećenje.	U dostavljenim izvorima ne nalaze se informacije o uzrocima ozljeda koljena, niti se u tekstu spominju pojmovi poput "rotacija", "doskoka", "sudara" ili "preopterećenja" u kontekstu mehanizama nastanka ozljeda. Dostavljeni materijali usmjereni su na funkcionalnu anatomiju i fiziologiju, a u odnosu na koljeno obrađuju sljedeće: • Anatomska građa: Zglob koljena opisan je kao pokretni zglob koji sadrži zglobna tijela, hrskavicu, sinovijalnu tekućinu te specifične strukture poput meniska i sveza (ligamenata),. • Pokreti: U zglobu koljena vrše se pokreti fleksije (pregibanja) i ekstenzije (ispružanja). Ti se pokreti odvijaju u sagitalnoj ravnini oko poprečne (transverzalne) osovine. • Kinetički lanci: Koljeno može sudjelovati u otvorenom kinetičkom lancu (npr. šutiranje lopte) ili zatvorenom kinetičkom lancu (npr. faza oslonca pri trčanju).  Iako vaša tvrdnja da su rotacije, doskoci i sudari česti uzroci ozljeda koljena u nogometu odgovara stvarnosti u sportskoj medicini, ti se podaci ne nalaze u ispitnoj literaturi koju ste priložili. Za potrebe ispita temeljenog na ovim izvorima, naglasak je na mehanici pokreta (fleksija/ekstenzija) i anatomskim strukturama (ligamenti/menisci),.	TRUE	TRUE
UFAF	Motorni živac inervira?	otvoreno							Mišićna vlakna.	U poglavlju o aktivaciji mišića i neuromuskularnoj vezi, izvori izričito definiraju motoričku jedinicu kao sklop koji čine motorički živac i sva mišićna vlakna koja on inervira. Također se navodi da jedan motorički živac može inervirati od samo jednog pa do više stotina mišićnih vlakana.  Dodatni uvid iz izvora: • Motorička jedinica: Predstavlja osnovnu funkcionalnu jedinicu za kontrolu mišićne kontrakcije. • Neuromuskularna veza: To je mjesto gdje se ostvaruje prijenos podražaja s motoričkog živca na mišić. • Inicijacija pokreta: Voljni pokreti započinju u motoričkim centrima smještenim u precentralnoj vijugi velikog mozga. • Refleksni luk: Uz voljnu kontrolu, izvori spominju i refleksni luk kao mehanizam aktivacije mišića koji uključuje senzoričke i motoričke neurone.	TRUE	TRUE
UFAF	Luksacija zgloba znači?	otvoreno							Označava da su zglobna tijela izgubila potpuno kontakt između svojih zglobnih površina.	U dostavljenim izvorima ne nalazi se pojam "luksacija" niti se obrađuje patologija ozljeda zglobova u smislu iščašenja. Materijali su fokusirani na zdravu funkcionalnu anatomiju i fiziologiju nogometa. Ipak, definicija koju ste ponudili je anatomski ispravna i koristi terminologiju koja je opisana u izvorima. Naime, izvori definiraju pokretne zglobove kao sklopove koji se sastoje od zglobnih tijela (konkavnih i konveksnih) te zglobnih ploha. Logički gledano, potpuni gubitak kontakta između tih elemenata (što definicija opisuje) predstavlja luksaciju, no sam termin nije naveden u tekstu predavanja.  Uvidi iz izvora koji se odnose na elemente zgloba: • Zglobna tijela i plohe: Izvori navode da pokretni zglobovi obavezno imaju zglobna tijela koja su prekrivena elastičnom zglobnom hrskavicom glatke površine kako bi se omogućilo kretanje,. • Stabilnost: Kontakt između zglobnih tijela održavaju i osiguravaju zglobna čahura (njezin vanjski fibrozni list) te sveze (ligamenti). • Dodatni elementi: Za bolju sukladnost (kongruentnost) zglobnih tijela, neki zglobovi imaju i dodatne strukture poput meniska ili diskusa. • Luksacija (kontekst): Do luksacije dolazi kada sila nadvlada stabilizacijske mehanizme (čahuru i sveze), što dovodi do razdvajanja zglobnih površina koje izvori opisuju.	TRUE	TRUE
UFAF	U koljenskom su zglobu mogući sljedeći pokreti:	višestruki_izbor	fleksija	abdukcija	rotacija	ekstenzija			A,C,D	Napomena: adukcija je isto jedan od ponudenih odgovora.  U koljenskom zglobu mogući su pokreti fleksije, ekstenzije i rotacije. Izvori u poglavlju o podjeli pokreta preciziraju sljedeće: 1. Fleksija (pregibanje) i ekstenzija (ispružanje): Ovi se pokreti u koljenu vrše u sagitalnoj ravnini oko poprečne (transverzalne) osovine. 2. Rotacija (obrtanje): Iako je koljeno primarno zglob tipa šarke, ono omogućuje i unutrašnju te vanjsku rotaciju, pokrete koji se vrše u poprečnoj (transverzalnoj) ravnini oko uzdužne (longitudinalne) osovine. 3. Abdukcija i adukcija: Ovi pokreti (odmicanje i primicanje) vrše se u čeonoj ravnini oko sagitalne osovine i karakteristični su za zglobove poput kuka i ramena, ali nisu fiziološki pokreti koljenskog zgloba.	TRUE	TRUE
UFAF	U osnovnom anatomskom stavu udovi su ____________, a dlanovi su okrenuti prema ___________.	otvoreno							U osnovnom anatomskom stavu udovi su ispruženi, a dlanovi su okrenuti prema naprijed.	Ilustracije osnovnog stava u izvorima prikazuju uspravno tijelo s ispruženim ekstremitetima uz trup i dlanovima u položaju supinacije (okrenuti naprijed).	TRUE	TRUE
UFAF	U skočnome (talokruralnom) zglobu uzglobljuju se:	višestruki_izbor	lisna kost (fibula)	gležanjska kost (talus)	goljenicna kost (tibla)	klinasta kost (cuneiforme)			A,B,C	Napomena: jedan od ponudenih odgovora je i petna kost (calcaneus).  Izvor u poglavlju o podjeli pokreta prikazuje ovaj zglob kao mjesto gdje se vrše dorzalna i plantarna fleksija, a na ilustracijama su jasno vidljivi spojevi distalnih krajeva goljenične i lisne kosti s gležanjskom kosti. 	TRUE	TRUE
UFAF	U koljenskom zglobu nije moguće izvršiti kretnju rotacije	višestruki_izbor	lateralni krizni ligament	straznji menisk	prednji krizni menisk	medijalni menisk			Medijalni menisk i prednji križni ligament	Napomena: jedan od ponudenih odgovora je i medijalni krizni ligament i gornji menisk  Izvori u poglavlju o zglobnom sustavu navode da se u pokretnim zglobovima, uz osnovne dijelove, nalaze i dodatni elementi poput sveza (ligamenata) i meniska. Na anatomskoj ilustraciji koljenskog zgloba u izvorima jasno su vidljive ove strukture koje osiguravaju stabilnost i amortizaciju zgloba.	TRUE	TRUE
UFAF	Mišići u tijelu dijele se na: glatke, ______________ i srčani mišić.	otvoreno							poprečno prugasti	Izvori u poglavlju o mišićnom sustavu (miologiji) jasno navode podjelu mišića na tri vrste: poprečno-prugaste (skeletne), glatke i srčani mišić. Ove tri skupine čine osnovu mišićnog sustava unutar lokomotornog aparata.	TRUE	TRUE
UFAF	Potkoljenica u odnosu na stopalo nalazi se:	višestruki_izbor	lateralno	medijalno	proksimalno	distalno			C	Napomena: jedan od ponudenih odgovora je i superiorno.  Izvori u poglavlju o orijentaciji na tijelu i udovima definiraju ove pojmove na sljedeći način: 1. Proksimalno: Označava položaj koji je bliže trupu. Budući da je potkoljenica dio udova koji je anatomski bliži trupu nego što je to stopalo, ona se nalazi proksimalno u odnosu na njega. 2. Superior: Označava položaj koji je gornji, odnosno iznad. Kako se u osnovnom anatomskom stavu potkoljenica nalazi iznad stopala, ona je ujedno i superiorna u odnosu na njega.	TRUE	TRUE
UFAF	Anatomija je znanost o funkciji ljudskog tijela.	višestruki_izbor	Točno	Netočno					B	Izvori jasno definiraju anatomiju i razlikuju je od znanosti koja se bavi funkcijom tijela: • Definicija anatomije: U izvoru se izričito navodi da je „anatomija čovjeka znanost o građi ljudskog tijela“. Sam naziv potječe od grčke riječi anatomei, što znači rezati ili secirati, što se odnosi na proučavanje strukture. • Definicija fiziologije: S druge strane, izvor navodi da se fiziologija (u ovom slučaju fiziologija sporta) bavi proučavanjem organizma i „tjelesnih funkcija“ vezanih uz odgovor i prilagodbu na aktivnost. • Funkcionalna anatomija: Iako se u izvoru spominje i pojam „funkcionalna anatomija“, ona je definirana kao dio anatomije koji proučava dinamički sustav organa za pokretanje, ali i dalje u kontekstu znanosti o građi, a ne kao opća znanost o funkciji tijela. Dakle, budući da je anatomija znanost o građi, a fiziologija znanost o funkciji, tvrdnja da je anatomija znanost o funkciji ljudskog tijela je netočna.	TRUE	TRUE
UFAF	U koljenskom zglobu nije moguće izvršiti kretnju rotacije	višestruki_izbor	Točno	Netočno					B	Izvori pružaju precizne podatke o biomehanici koljenskog zgloba koji opovrgavaju tvrdnju da rotacija nije moguća: • Uvjetna mogućnost rotacije: Iako su osnovne kretnje u koljenskom zglobu fleksija (pregibanje) i ekstenzija (ispružanje) oko poprečne osovine, izvor izričito navodi: „Kad je koljeno u flektiranom položaju, u manjem opsegu moguće su i kretnje vanjske i unutrašnje rotacije“. • Mišići izvođači rotacije: Izvori navode i konkretne mišiće koji vrše ove pokrete:     ◦ Krojački mišić (m. sartorius) u koljenskom zglobu vrši fleksiju i unutrašnju rotaciju.     ◦ Dvoglavi mišić natkoljenice (m. biceps femoris) rotira natkoljenicu prema van.     ◦ Polutetivni i poluopnasti mišić (m. semitendinosus i m. semimembranosus) rotiraju nogu prema unutra. • Stabilizacija: Snažne pobočne sveze (kolateralni ligamenti) onemogućavaju pokrete oko sagitalne osi, ali dopuštaju gore navedenu rotaciju oko uzdužne osi kada je zglob u specifičnom (flektiranom) položaju. Dakle, budući da je rotacija u koljenu fiziološki moguća pod određenim uvjetima, tvrdnja da ju nije moguće izvršiti je netočna.	TRUE	TRUE
