Predmet	Pitanje	Tip_pitanja	Odgovor_A	Odgovor_B	Odgovor_C	Odgovor_D	Odgovor_E	Odgovor_F	Tocan_odgovor	Napomena	Pregledano	Provjereno
UPS	Kreacija (stvaranje) je najviši stupanj znanja.	višestruki_izbor	DA	NE					A	Prema izvorima, kreacija ili stvaranje predstavlja vrhunac procesa učenja i kognitivnog razvoja: • Revidirana Bloomova taksonomija: U izvorima koji prikazuju revidiranu verziju Bloomove taksonomije, "Creating" (stvaranje/kreacija) je pozicionirano na samom vrhu piramide kognitivnih procesa. Ono se svrstava u vještine razmišljanja višeg reda (Higher Order Thinking Skills) i nalazi se iznad vrednovanja, analize i primjene. • Stupnjevi znanja u sportu: U okviru stupnjeva znanja koji se odnose na kvalitetu naučenog, stvaranje (kreacija) je navedeno kao zadnji, najviši stupanj. • Definicija majstorstva: Ovaj stupanj se postiže nakon dovoljno ponavljanja, a očituje se u tome da sportaš izvodi radnju po vlastitom nahođenju, čime pokazuje da je u potpunosti ovladao naučenom radnjom ili vještinom. Dakle, dok klasični modeli znanje (memoriranje) stavljaju na prvu, osnovnu razinu, kreacija se smatra najsloženijim mentalnim procesom i dokazom potpunog razumijevanja i integracije naučenog sadržaja.	TRUE	TRUE
UPS	Ako primijetim da nešto ne znam u ovom testu naučit ću bez obzira što sam prošao.	višestruki_izbor	DA	NE					A		TRUE	TRUE
UPS	Navedite karakteristike motoričkog intelektualnog emocionalnog i socijalnog razvoja limača (7–10 god.).	otvoreno							Motoričke:   - dijete je neprecizno i slabo koordinirano, radi pokrete uz bespotrebno veliku potrošnju energije; - - igra je osnovna aktivnost pa sve u ovoj dobi treba raditi kroz veselje i igru; cilj treba biti da se u pojedinca razviju funkcionalan i cjelovit pokret  - u ovim godinama stalno se poboljsava strukturiranje tzv. tjelesne sheme;  - razvoj tjelesne sheme postize se pomocu 2 vrste aktivnosti: tonickom - one koje su povezane s disanjem i sa regulacijom misicnog tonusa i kinetickom - razlicite vrste pokreta - dob limaca je dob kada se intezivno razvijaju agilnost, pokretnost i brzina  intenzivan razvoj agilnosti, pokretljivosti i brzine.  Intelektualne:  - odnosi se na sposobnost percepcije, ucenja, pamcenja i misljenja - razdoblje znacajnog napretka intelektualnih sposobnosti kada dijete stjece sposobnosti konzervacije, serijacije, klasifikacije i logickih relacija - misljenja limaca karakterizira egocentrizam,  Emocionalne i socijalne:  - potreba za prihvaćanjem, emocionalna nestabilnost, razvoj suradnje i odnosa s vršnjacima.		TRUE	TRUE
UPS	Karizmatični vođa ne postavlja visoka očekivanja	višestruki_izbor	Da	Ne					B	Prema izvorima, karizmatični vođa (trener) upravo suprotno od navedene tvrdnje postavlja visoka očekivanja svojim sportašima. Osim toga, on jasno artikulira viziju, povećava samopoštovanje i samopouzdanje sportaša, postavlja nove vrijednosti svojim riječima i djelima te iskazuje spremnost na žrtvu i hrabrost u ostvarenju vizije.	TRUE	TRUE
UPS	Pravila koja trener postavlja na početku treniranja moraju biti jasna samo treneru.	višestruki_izbor	Da	Ne					B	Prema izvorima, pravila koja trener postavlja na početku treniranja moraju biti jasna svima, a ne samo treneru. Ističe se da je za dobar početak ključna komunikacija, što podrazumijeva da trener treba sportašima objasniti važnost svakog od 5 do 7 postavljenih pravila kako bi ona bila u potpunosti shvaćena. Također, naglašava se da pravila trebaju biti formulirana u pozitivnom obliku (npr. "Na trening ćemo dolaziti na vrijeme") te da se za njihovo nepoštivanje moraju snositi posljedice.	TRUE	TRUE
UPS	Treneri ne trebaju kreativno misliti.	višestruki_izbor	Da	Ne					B	Prema izvorima, kreativno razmišljanje je jedna od ključnih vještina kojom bi treneri trebali ovladati. Uz to, kreativnost se navodi kao jedna od bitnih karakteristika koje krase dobrog vođu. Također, u smjernicama za uspješnu komunikaciju trenera ističe se važnost korištenja humora i kreativnosti. Trenerima se savjetuje da kreativno pristupaju i različitim metodičkim organizacijskim oblicima rada kako bi osuvremenili trening i prilagodili ga potrebama djece.	TRUE	TRUE
UPS	Kod verbalnog komuniciranja najvažnije je slušanje.	višestruki_izbor	Da	Ne					A	Prema izvorima, u strukturi verbalne komunikacije slušanje zauzima najveći udio od 40%, dok govorenje zauzima 35%, čitanje 16%, a pisanje 9%. Slušanje se definira kao vještina i najvažniji dio komunikacijskog procesa, što potvrđuje i podatak da su brojni menadžerski problemi zapravo posljedica loše komunikacije, odnosno činjenice da "nitko nikog ne sluša".	TRUE	TRUE
UPS	Ljudi pri slušanju nastoje obratiti pažnju na ono što ih interesira.	višestruki_izbor	Da	Ne					A	U izvorima se u sklopu vježbe "Da ili ne?" navodi tvrdnja da ljudi pri slušanju nastoje obratiti pažnju na ono što ih interesira. Taj se fenomen u kontekstu prepreka uspješnoj komunikaciji naziva selektivnost opažanja, pri čemu se ističe da zbog toga "svatko živi u svom filmu" i vidi (ili čuje) nešto drugo. Također, u izvorima se selektivno slušanje ubraja u vrste neslušanja.	TRUE	TRUE
UPS	Mimika i geste imaju najveću informativnu težinu.	višestruki_izbor	Da	Ne					A	U izvorima se navodi da u komunikaciji najveću informativnu težinu imaju upravo mimika i geste, koje čine 55% poruke. Preostali udio informativne težine otpada na ton glasa (38%) i same riječi (7%).	TRUE	TRUE
UPS	Kod prenošenja poruke sve se prenese točno.	višestruki_izbor	Da	Ne					B	Prema izvorima, u procesu prenošenja poruke (poslano nasuprot primljenom) samo se nešto prenese točno, dok se ostatak poruke može izostaviti, izmijeniti ili se može nešto dodati. Do promjene ili gubitka informacija dolazi jer u poruci često bude previše informacija za kratkoročno pamćenje, čiji se kapacitet dodatno smanjuje pod utjecajem stresa. Kako bi se izbjegla promjena sadržaja poruke, izvori savjetuju skraćivanje lanca komunikacije i same poruke, stavljanje važnih informacija na početak, ponavljanje bitnih dijelova te obvezno traženje povratne informacije (feedbacka).	TRUE	TRUE
UPS	Funkcija neverbalne komunikacije je regulacija verbalne komunikacije.	višestruki_izbor	Da	Ne					A	Iako se u dostavljenim izvorima termin "regulacija" izričito ne definira kao jedina funkcija, iz konteksta uspješne komunikacije proizlazi da neverbalni znakovi imaju tu ulogu. Naime, izvori ističu da mimika i geste nose čak 55% informativne težine, a ton glasa 38%, dok same riječi čine samo 7% poruke. Također, neverbalna komunikacija uključuje elemente kao što su glas, tijelo, vrijeme i prostor, te specifične karakteristike govora poput tempa i dinamike. Ti elementi u praksi služe za usmjeravanje i regulaciju tijeka verbalne interakcije (npr. signaliziranje kraja rečenice, promjena tempa kako bi se zadržala pažnja ili naglašavanje važnih dijelova poruke). Uz to, naglašava se da je klub dobrog početka treniranja upravo u komunikaciji, gdje trener svojim postupcima i neverbalnim znakovima postavlja pravila i norme.	TRUE	TRUE
UPS	Na pamćenje utječu emocije.	višestruki_izbor	Da	Ne					A	U izvorima se navodi nekoliko primjera koji potvrđuju da emocije izravno utječu na pamćenje i proces učenja: • Smanjenje kapaciteta pamćenja: Izričito se ističe da se kapacitet kratkoročnog pamćenja pod stresom smanjuje. • Utjecaj na proces učenja: Navodi se da emocionalno iskustvo okoline u kojoj se uči igra značajnu ulogu u samom procesu učenja. • Komunikacija i emocije: U kontekstu primanja poruka, naglašava se da ako je slušateljeva emocionalna razina visoka, on neće biti efikasan slušatelj, što posljedično utječe na to koliko će informacija zapamtiti. • Analiza nakon utakmice: Trenerima se savjetuje da odgode analizu utakmice s igračima za idući dan, upravo zato što je potrebno da se emocije smire kako bi kognitivni procesi i pamćenje informacija bili učinkovitiji.	TRUE	TRUE
UPS	Biotička znanja nisu genetski uvjetovane potrebe čovjeka.	višestruki_izbor	Da	Ne					B	Prema izvorima, biotička motorička znanja definiraju se kao strukture gibanja koje djeca, od rođenja do treće godine života, nagonski započinju realizirati bez poduke odrasle osobe. Budući da se radi o nagonskim aktivnostima koje su temeljni i nezaobilazni dio razvoja svakog čovjeka, ona su po svojoj prirodi biološki, odnosno genetski uvjetovana. Također, izvori ističu da su biotička motorička znanja ishodište na koje se nadograđuju sva ostala, složenija motorička znanja.	TRUE	TRUE
UPS	Samokontrola i poznavanje vlastitih prednosti i nedostataka su odlike učinkovitog trenera.	višestruki_izbor	Da	Ne					A	U izvorima se u okviru usporedbe učinkovitih i neučinkovitih trenera izričito navodi da su samokontrola i poznavanje vlastitih prednosti i nedostataka odlike koje krase učinkovitog trenera. Uz to, učinkovite trenere karakteriziraju i sposobnost privlačenja pažnje vizijom, komunikacijske vještine te ulijevanje povjerenja kroz jasno i dosljedno ponašanje.	TRUE	TRUE
UPS	U tradicionalni stil treniranja spada Stil rješavanja problema.	višestruki_izbor	Da	Ne					A	U izvorima se u okviru prikaza tradicionalnih stilova treniranja izričito navodi Stil rješavanja problema (prema Woodsu). Uz njega, u istu kategoriju tradicionalnih stilova ubrajaju se: • Autokratski, demokratski i laissez-faire stil. • Naredbodavni i uzajamni stil te vođeno istraživanje. Također, u kontekstu stilova komuniciranja i pregovaranja, principijelni (asertivni) stil definira sudionike upravo kao "razrješitelje problema" čiji je cilj razuman rezultat dostižan na učinkovit i prijateljski način.	TRUE	TRUE
UPS	Karizmatični vođa-trener ima sposobnost artikulacije vizije.	višestruki_izbor	Da	Ne					A	Prema izvorima, karizmatični vođa – trener posjeduje niz specifičnih osobina, među kojima se izričito navode vizija i sposobnost artikulacije vizije. Ističe se da takav vođa na sportaše utječe tako što jasno artikulira viziju, ali i iskazuje iznimno vjerovanje u nju te spremnost na osobnu žrtvu i hrabrost u njezinu ostvarenju.	TRUE	TRUE
UPS	Trebalo bi postaviti 5-7 pravila.	višestruki_izbor	Da	Ne					A	U izvorima se u okviru poglavlja o disciplini i početku treniranja izričito navodi da bi trener trebao postaviti 5-7 pravila. Pritom je ključno da se sportašima objasni važnost svakog pojedinog pravila kako bi ona bila jasna svima, a ne samo treneru. Također, preporučuje se da pravila budu formulirana u pozitivnom obliku te da se za njihovo nepoštivanje unaprijed odrede posljedice.	TRUE	TRUE
UPS	Za trenere je važno da znaju učiti.	višestruki_izbor	Da	Ne					A	U izvorima se u sklopu poglavlja o uspješnoj komunikaciji kao uvjetu uspješnog treniranja navodi popis vještina kojima bi trebali ovladati ljudi koje bi netko želio zaposliti, a prva na tom popisu je upravo znati učiti. Osim toga, važnost kontinuiranog učenja i usavršavanja trenera proizlazi iz sljedećih navoda u izvorima: • Trener bi trebao biti stručan i u tijeku s novostima u razvoju struke. • Naglašava se da je nužno kontinuirano pratiti i uključivati nove vježbe te nove metodičke organizacijske oblike rada kako bi se trening osuvremenio i povećao interes djece. • Za učinkovite trenere navodi se da je važan kontinuitet rada na sebi.	TRUE	TRUE
UPS	Komunikacijski smjerovi su: silazni, kaskadni i uzlazni.	višestruki_izbor	Da	Ne					B	Prema izvorima, komunikacijski smjerovi su: • silazni, • vodoravni, • uzlazni. Tvrdnja u vašem pitanju je netočna jer se u izvorima kao treći smjer navodi vodoravni, a ne kaskadni smjer.	TRUE	TRUE
UPS	Slušanje spada pod verbalno komuniciranje.	višestruki_izbor	Da	Ne					A	Prema izvorima, slušanje se izričito navodi kao jedan od četiri elementa verbalnog komuniciranja. Štoviše, u strukturi verbalne komunikacije slušanje zauzima najveći udio od 40%, dok govorenje čini 35%, čitanje 16%, a pisanje 9%. Slušanje se definira kao vještina i ključni dio komunikacijskog procesa.	TRUE	TRUE
UPS	Na pamćenje utječe predznanje.	višestruki_izbor	Da	Ne					A	Prema izvorima, postojeće znanje i prethodno iskustvo ubrajaju se u ključne čimbenike koji utječu na proces motoričkog učenja i pamćenja. Predznanje ima važnu ulogu u nekoliko segmenata: • Pohrana informacija: Da bi se određeni podaci pohranili u dugoročno pamćenje, potrebno ih je dovoljno puta ponoviti i povezati s postojećim znanjem. • Asocijativna faza učenja: U ovoj fazi motoričkog učenja sportaš povezuje nove informacije s onima koje već posjeduje u svom pamćenju. • Transfer učenja: Ovaj se pojam definira upravo kao utjecaj naučenosti jednog znanja na izvedbu drugog znanja. Transfer se javlja zbog zajedničkih elemenata u izvedbi ili sličnih kognitivnih procesa; što je više zajedničkih elemenata, transfer je snažniji. • Selekcija informacija: Osobni trening, iskustvo i znanje izravno utječu na ono što ljudi čuju i na što obraćaju pažnju. Također, ljudi prirodno nastoje očekivati ili predvidjeti ono što im je već poznato. Svi ovi procesi potvrđuju da predznanje služi kao okvir koji omogućuje brže, lakše i trajnije usvajanje novih informacija u pamćenje.	TRUE	TRUE
UPS	Motorička znanja dijelimo na biotička, opće kineziološka i radno manipulativna.	višestruki_izbor	Da	Ne					B	Prema izvorima, motorička znanja se prema svojoj strukturalnoj složenosti dijele na sljedeće četiri kategorije: 1. Biotička motorička znanja (npr. nagoni za kretanjem kod djece do treće godine života). 2. Prilagođena biotička motorička znanja (kineziološki osmišljena kao nadogradnja izvornim biotičkim znanjima). 3. Jednostavnija kineziološka motorička znanja (osnovne strukture gibanja pojedinih sportova). 4. Složenija kineziološka motorička znanja (zahtjevnije strukture gibanja). Pojmovi "opće kineziološka" i "radno manipulativna" znanja se u ovim izvorima ne navode kao dio podjele motoričkih znanja. Izvan te klasifikacije, izvori spominju i podjelu na sportska znanja (rekreacijska i vrhunska), sadržaje kondicijske pripreme te kineziterapijske sadržaje.	TRUE	TRUE
UPS	Za bilo koji rad sa sportašima potrebno je motivirati sportaše.	višestruki_izbor	Da	Ne					A	U izvorima se ističe da je uloga motivatora jedna od temeljnih i najvažnijih uloga svakog trenera. Naglašava se da su trenerove motivacijske tendencije od izuzetne važnosti jer on svojim ponašanjem izravno može utjecati na cjelokupnu karijeru sportaša. Dobar trener, koji služi kao uzor, opisan je kao motivator na aktivnost i učenje. On koristi različite strategije kako bi potaknuo sportaše, kao što su: • Pozitivne povratne informacije koje izravno motiviraju igrače. • Inspiriranje sportaša za svladavanje izazova. • Postavljanje ciljeva i poticanje ustrajnosti u njihovu ostvarenju. • Ohrabrivanje i micanje pritiska, posebno u komunikaciji prije natjecanja.	TRUE	TRUE
